1.88,-0.75
3.09,-2.25
4.46,-0.75
5.85,0.75
7.21,-0.75
8.53,-0.75
9.90,-2.25
11.29,2.25
12.07,-0.75
12.07,2.25
13.40,-2.25
13.40,0.75
14.76,0.75
16.02,-2.25
17.37,-0.75
17.37,2.25
18.92,-0.75
20.20,-0.75
21.53,-2.25
22.83,2.25
22.83,0.75
24.17,-0.75
24.17,-2.25
25.62,-2.25
26.82,0.75
28.27,2.25
29.65,2.25
31.08,2.25
32.43,0.75
33.66,0.75
33.66,-2.25
35.20,-2.25
35.84,-0.75
36.48,2.25
39.23,2.25
41.98,2.25
42.62,-2.25
43.26,0.75
44.67,2.25
44.67,-2.25
45.97,-2.25
47.30,-0.75
48.21,-2.25
50.09,-2.25
50.54,0.75
50.84,-2.25
51.03,0.75
51.22,2.25
51.43,-0.75
51.73,-2.25
52.31,0.75
52.50,-2.25
52.76,0.75
53.08,2.25
54.08,0.75
54.08,-2.25
55.59,2.25
55.59,-0.75
56.90,-2.25
58.20,-0.75
58.20,-2.25
59.50,2.25
61.01,0.75
61.01,2.25
61.38,2.25
61.38,-2.25
61.74,-2.25
61.74,-0.75
61.93,2.25
61.93,-2.25
62.17,-2.25
62.17,0.75
62.61,-2.25
62.61,-0.75
63.62,2.25
64.00,-0.75
65.05,2.25
66.52,-2.25,68.71
72.00,-0.75
73.30,0.75
74.71,0.75
76.05,-0.75
77.40,2.25
78.91,-0.75
80.13,0.75
81.51,2.25
82.99,-2.25
82.99,0.75
84.25,-2.25
85.70,-2.25
85.70,2.25
87.00,-0.75
88.34,2.25
89.73,-0.75
91.05,-2.25
92.37,2.25
93.74,-0.75,95.25
96.45,2.25,99.11
99.26,2.25
99.26,-2.25
100.63,2.25
102.06,-0.75
102.68,-2.25
103.30,0.75
104.70,-0.75
104.70,0.75
105.92,0.75
107.41,-0.75
108.80,2.25
110.17,-0.75
110.57,2.25
110.83,-2.25
111.04,-0.75
111.42,-2.25
112.21,0.75
112.41,-0.75
112.77,2.25
113.07,0.75
114.20,0.75
115.63,2.25
116.86,-2.25
116.86,-0.75
118.25,-2.25
121.02,-2.25
121.02,0.75
121.75,-0.75
122.05,0.75
122.54,0.75
123.05,-2.25
123.26,-0.75
123.67,-0.75
123.99,2.25
124.99,-0.75
126.57,0.75,128.23
129.24,2.25,131.24
131.97,0.75,133.80
134.74,-2.25
136.04,2.25
137.39,2.25,139.01
140.10,-2.25
140.50,2.25
140.82,0.75
141.01,0.75
141.21,2.25
141.50,-2.25
141.78,-0.75
142.89,-0.75
142.89,-2.25
144.13,-2.25
145.66,2.25
146.94,-0.75
